mileage_kmpl,engine_cc,owner_count,price_usd,service_history,accident_reports,car_age,fuel_type_Electric,fuel_type_Petrol,brand_Chevrolet,brand_Ford,brand_Honda,brand_Hyundai,brand_Kia,brand_Nissan,brand_Tesla,brand_Toyota,brand_Volkswagen,transmission_Manual,color_Blue,color_Gray,color_Red,color_Silver,color_White,insurance_Yes
-1.9483173640335811,1.3265594806550798,0.7023376497719855,8587.64,0,-0.7091459612855424,0.9801109574053958,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
-0.07377823826906299,-0.6096053781127775,0.7023376497719855,5943.5,0,-0.7091459612855424,-0.5724170917081729,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0.02571959218552926,0.16486056539436542,1.407142115172874,9273.58,2,0.731621940554243,-1.6472442026329512,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-1.3294408586060174,-1.1517315385677775,-1.41207574643068,6836.24,2,-0.7091459612855424,0.024709081027815084,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
-1.140394980742292,-0.9968383498663489,-0.7072712810297915,4625.79,2,-0.7091459612855424,0.5024100192166054,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
-0.8339416629421479,0.16486056539436542,0.7023376497719855,6856.03,2,0.731621940554243,0.8606857228581982,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
-1.0866661522968122,-0.9968383498663489,-0.0024668156289029946,6806.77,2,-0.7091459612855424,-1.6472442026329512,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
-0.09964767418725679,-0.22237240635920602,1.407142115172874,7701.84,0,-0.7091459612855424,-0.6918423262553705,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
-0.5911669566329426,2.1010254241622226,-0.7072712810297915,8730.52,1,0.731621940554243,0.9801109574053958,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
0.32421308354930606,1.3265594806550798,0.7023376497719855,10812.16,1,-0.7091459612855424,-1.2889684989913583,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
0.6545458806585523,-0.3772655950606346,-0.7072712810297915,10070.16,0,-0.7091459612855424,-0.4529918571609753,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.5868873559494296,2.1010254241622226,1.407142115172874,9638.93,1,-0.7091459612855424,-0.9306927953497657,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True
-0.4001311221601257,0.16486056539436542,-0.0024668156289029946,5543.9,2,0.731621940554243,0.5024100192166054,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.29038382119474504,-1.1517315385677775,0.7023376497719855,5855.47,2,-0.7091459612855424,0.5024100192166054,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1.0386075062132785,0.5520935371479369,-0.0024668156289029946,9773.77,2,-0.7091459612855424,-1.0501180298969632,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0.45157030653118424,1.3265594806550798,1.407142115172874,9468.89,2,0.731621940554243,-0.6918423262553705,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
1.8564796725500265,-0.3772655950606346,-0.0024668156289029946,6491.29,0,2.172389842394028,1.3383866610469886,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0.9848786777677987,-0.22237240635920602,1.407142115172874,6202.99,1,0.731621940554243,0.8606857228581982,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
1.7171827099135977,0.5520935371479369,-0.0024668156289029946,9921.66,2,-0.7091459612855424,-1.0501180298969632,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True
-2.4716759522247367,-0.6096053781127775,-0.7072712810297915,1223.8,1,0.731621940554243,1.4578118955941861,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
